Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
-0.29482874863473196,-0.09547021792424412,2.4908958903736655,-4.209520168460512,0.3500824566660891,-0.3502304870527489,-0.8048412577874374,-0.12629815810852282,-0.03601818304912759,-0.6697781239812184,-0.22566098344577668,-0.08045561426579004,0.022228767979372222,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,0.3681353201786524,1.3576404754825118,-0.5749141812387947,-0.4303628237699172,-0.15968211351302047,-0.30081305824983723,-2.5285596421889753,-1.9860682178113243,-1.5212573894487618,-2.1971023928012143,-0.19927303148411477,-0.2824423108896146,-2.8383365740470685,-2.0426298922341317,-1.471526880526303,-1.9634886229808604,-0.199440991148615,-0.2876384574425296,0.12438647318417584,0.7657608350016585
-0.29482874863473196,-0.20986898393097642,-0.5540677512436588,0.19258032243557605,0.3500824566660891,-0.3502304870527489,2.0768193183416446,-0.12629815810852282,-1.1897591132857017,-1.2564270259222672,-0.3013747744104057,-0.3179835672266544,1.0719261394817379,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,-2.7163924382879365,1.3576404754825118,-0.5749141812387947,-0.562167955812708,-0.15968211351302047,-0.30081305824983723,-0.109105147316254,-0.5501920153441094,0.4180498886958897,0.6935986007168357,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-0.522682374307949,0.518903690034754,0.6595617093328839,-0.199440991148615,0.8762220667652447,-1.1052215545807416,0.347199421388147
-0.29482874863473196,-1.0106603459781025,2.4908958903736655,0.10340422529532721,0.3500824566660891,-0.3502304870527489,-0.8048412577874374,-0.12629815810852282,1.1177227471874465,0.9598021591883613,-0.07423340151651862,-0.08045561426579004,-0.15041882601772735,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,-2.7163924382879365,1.3576404754825118,-0.5749141812387947,-0.562167955812708,-0.15968211351302047,-0.30081305824983723,-0.109105147316254,-1.9860682178113243,-1.5212573894487618,-2.1971023928012143,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-2.0426298922341317,-1.471526880526303,-1.9634886229808604,-0.199440991148615,-0.2876384574425296,0.12438647318417584,0.7657608350016585
-0.29482874863473196,-0.09547021792424412,0.2071731591606723,0.44411507469529965,0.3500824566660891,-0.3502304870527489,-0.8048412577874374,-0.12629815810852282,1.181819465533923,0.9598021591883613,-0.22566098344577668,-0.3179835672266544,-0.5095258215316947,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,0.3681353201786524,-0.7365720292366764,-0.5749141812387947,-0.4303628237699172,-0.15968211351302047,-0.30081305824983723,-0.109105147316254,-0.07156661452170444,0.4180498886958897,0.5756108053580071,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,0.4906159709761728,0.1871652616079112,0.41644972673308867,-0.199440991148615,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264
1.3562122437197668,1.162916208149811,-0.5540677512436588,-0.40838902785740516,-2.856469900043596,-0.3502304870527489,-2.473171065020064,-0.12629815810852282,1.1177227471874465,1.0249853705151446,-0.07423340151651862,-0.08045561426579004,1.002867101882898,-1.101913886932284,-0.10799293622248544,-0.35816700172149124,0.3681353201786524,-0.7365720292366764,-0.5749141812387947,2.8647654772998528,-0.15968211351302047,-0.30081305824983723,-0.109105147316254,0.16774608588949805,0.09483200900511447,0.34946752937166287,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-0.522682374307949,0.518903690034754,0.5316080339773119,-0.199440991148615,0.8762220667652447,-1.1052215545807416,0.347199421388147
1.3562122437197668,1.162916208149811,-0.5540677512436588,0.5497693636984206,-2.856469900043596,1.411808566838109,0.03690696313447821,-0.12629815810852282,1.1177227471874465,0.9598021591883613,-0.07423340151651862,-0.15963159858607814,-0.8410092020061256,-1.101913886932284,-0.10799293622248544,2.791993665506893,0.3681353201786524,1.3576404754825118,-0.5749141812387947,3.5237911375138067,-0.15968211351302047,-0.30081305824983723,-0.5123475631283743,0.4070587863007005,0.09483200900511447,0.2511443676050323,-0.19927303148411477,-0.2824423108896146,-0.5611610991668988,2.263888075223386,0.1871652616079112,0.2437122658667536,6.434596188110578,1.7397314879516577,-0.6712422506637118,-0.40621112311617363
-0.29482874863473196,-1.0106603459781025,-0.5540677512436588,0.31180488709047394,0.3500824566660891,-0.3502304870527489,0.7118222033331321,-0.12629815810852282,-0.03601818304912759,1.0249853705151446,-0.14994719248114766,-0.04086762210564599,0.09819370933809662,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,0.3681353201786524,-0.7365720292366764,1.739390038779793,-0.6939730878554988,-0.15968211351302047,-0.30081305824983723,0.2941372684958662,0.16774608588949805,0.741267768386665,0.5490635510409333,-0.19927303148411477,-0.2824423108896146,0.8051441857612031,-0.016033201665888088,1.1823805468884399,0.789754572716446,-0.199440991148615,1.476924272807967,1.1370048489905784,-1.7896667428492534
-0.29482874863473196,-0.038270834920877975,1.7296549799693344,0.19258032243557605,0.3500824566660891,-0.3502304870527489,-1.0323407769555228,-0.12629815810852282,1.1177227471874465,0.9598021591883613,-0.07423340151651862,-0.08045561426579004,-0.9584095659241536,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,-2.7163924382879365,1.3576404754825118,-0.5749141812387947,-0.16675255968433558,-0.15968211351302047,-0.30081305824983723,-0.5123475631283743,-0.7895047157553119,-1.5212573894487618,-2.1971023928012143,-0.19927303148411477,-0.2824423108896146,-0.5611610991668988,-0.7760069606289794,-1.471526880526303,-1.9634886229808604,-0.199440991148615,1.476924272807967,1.1370048489905784,-1.7896667428492534
-0.29482874863473196,-1.0106603459781025,0.9684140695650034,0.1848258792059892,0.3500824566660891,-0.3502304870527489,0.33265633805298966,8.696721810775351,-1.1897591132857017,-1.3867934485758335,-0.07423340151651862,-0.08045561426579004,0.16034684317705286,-1.101913886932284,-0.10799293622248544,-0.35816700172149124,0.3681353201786524,-0.7365720292366764,1.739390038779793,-0.2985576917271264,6.262442160865185,-0.30081305824983723,-0.109105147316254,-0.07156661452170444,0.4180498886958897,0.6677887704175673,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-0.2693577879869185,0.518903690034754,0.7509571900846026,-0.199440991148615,1.7397314879516577,-0.6712422506637118,-0.40621112311617363
-0.29482874863473196,-1.0106603459781025,-0.5540677512436588,0.1848258792059892,0.3500824566660891,-0.3502304870527489,0.40848951110901816,-0.12629815810852282,-1.1897591132857017,-0.21349564469373608,-0.2635178789280912,-0.15963159858607814,-0.27472509369563886,0.9075119316119963,-0.10799293622248544,2.791993665506893,-2.7163924382879365,-0.7365720292366764,-0.5749141812387947,-0.6939730878554988,-0.15968211351302047,-0.30081305824983723,-0.109105147316254,0.16774608588949805,0.09483200900511447,0.15675413049205505,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,1.5039143162602946,-0.8080500236726174,0.6275732900141647,-0.199440991148615,-1.0009723271182625,0.12438647318417584,1.545606837207885
